key	en_us	zh_cn	zh_tw	zh_hk	ja_jp
commands.advancement.grant.one.to.one.failure	Couldn't grant advancement %s to %s as they already have it	无法将进度%s赋予%s，因为该玩家已达成此进度	無法將進度 %s 給予 %s，因為他已達成此進度	無法將進度 %s 賦予 %s，因為進度原本已達成	%2$sは既に進捗%1$sを持っているため与えることができませんでした
commands.advancement.grant.one.to.one.success	Granted the advancement %s to %s	已将进度%s赋予%s	已將進度 %s 給予 %s	已將進度 %s 賦予 %s	%2$sに進捗%1$sを与えました
commands.advancement.revoke.criterion.to.many.failure	Couldn't revoke criterion '%s' of advancement %s from %s players as they don't have it	无法撤销%3$s名玩家关于进度%2$s的达成条件“%1$s”，因为他们并未达成此条件	無法從 %3$s 個玩家身上撤銷進度 %2$s 尚未取得的條件 '%1$s'	無法從 %3$s 個玩家身上撤銷進度 %2$s 尚未取得的條件「%1$s」	達成されていないため、%3$s人のプレイヤーから進捗%2$sの条件「%1$s」を剥奪できませんでした
commands.advancement.revoke.criterion.to.many.success	Revoked criterion '%s' of advancement %s from %s players	已撤销%3$s名玩家关于进度%2$s的达成条件“%1$s”	已從 %3$s 個玩家身上撤銷進度 %2$s 的條件 '%1$s'	已撤銷 %3$s 個玩家的進度 %2$s 內的條件「%1$s」	%3$s人のプレイヤーから進捗%2$sの条件「%1$s」を剥奪しました
commands.advancement.revoke.criterion.to.one.failure	Couldn't revoke criterion '%s' of advancement %s from %s as they don't have it	无法撤销%3$s关于进度%2$s的达成条件“%1$s”，因为该玩家并未达成此条件	無法從 %3$s 身上撤銷進度 %2$s 尚未取得的條件 '%1$s'	無法從 %3$s 身上撤銷進度 %2$s 尚未取得的條件「%1$s」	達成されていないため、%3$sから進捗%2$sの条件「%1$s」を剥奪できませんでした
commands.advancement.revoke.criterion.to.one.success	Revoked criterion '%s' of advancement %s from %s	已撤销%3$s关于进度%2$s的达成条件“%1$s”	已從 %3$s 身上撤銷進度 %2$s 的條件 '%1$s'	已撤銷 %3$s 的進度 %2$s 內的條件「%1$s」	%3$sから進捗%2$sの条件「%1$s」を剥奪しました
commands.advancement.revoke.many.to.many.failure	Couldn't revoke %s advancements from %s players as they don't have them	无法撤销%2$s名玩家的%1$s项进度，因为他们并未达成此进度	無法從 %2$s 個玩家身上撤銷尚未取得的 %1$s 個進度	無法撤銷 %2$s 個玩家的 %1$s 個未達成進度	達成されていないため、%2$s人のプレイヤーから%1$s個の進捗を剥奪できませんでした
commands.advancement.revoke.many.to.many.success	Revoked %s advancements from %s players	已撤销%2$s名玩家的%1$s项进度	已從 %2$s 個玩家身上撤銷 %1$s 個進度	已撤銷 %2$s 個玩家的 %1$s 個進度	%2$s人のプレイヤーから%1$s個の進捗を剥奪しました
commands.advancement.revoke.many.to.one.failure	Couldn't revoke %s advancements from %s as they don't have them	无法撤销%2$s的%1$s项进度，因为该玩家并未达成这些进度	無法從 %2$s 身上撤銷尚未取得的 %1$s 個進度	無法撤銷 %2$s 的 %1$s 個未達成進度	達成されていないため、%2$sから%1$s個の進捗を剥奪できませんでした
commands.advancement.revoke.many.to.one.success	Revoked %s advancements from %s	已撤销%2$s的%1$s项进度	已從 %2$s 身上撤銷 %1$s 個進度	已撤銷 %2$s 的 %1$s 個進度	%2$sから%1$s個の進捗を剥奪しました
commands.advancement.revoke.one.to.many.failure	Couldn't revoke advancement %s from %s players as they don't have it	无法撤销%2$s名玩家的进度%1$s，因为他们并未达成此进度	無法從 %2$s 個玩家身上撤銷尚未取得的進度 %1$s	無法撤銷 %2$s 個玩家未達成的進度 %1$s	達成されていないため、%2$s人のプレイヤーから進捗%1$sを剥奪できませんでした
commands.advancement.revoke.one.to.many.success	Revoked the advancement %s from %s players	已撤销%2$s名玩家的进度%1$s	已從 %2$s 個玩家身上撤銷進度 %1$s	已撤銷 %2$s 個玩家的進度 %1$s	%2$s人のプレイヤーから進捗%1$sを剥奪しました
commands.advancement.revoke.one.to.one.failure	Couldn't revoke advancement %s from %s as they don't have it	无法撤销%2$s的进度%1$s，因为该玩家并未达成此进度	無法從 %2$s 身上撤銷尚未取得的進度 %1$s	無法從 %2$s 身上撤銷尚未取得的進度 %1$s	達成されていないため、%2$sから進捗%1$sを剥奪できませんでした
commands.advancement.revoke.one.to.one.success	Revoked the advancement %s from %s	已撤销%2$s的进度%1$s	已從 %2$s 身上撤銷進度 %1$s	已撤銷 %2$s 的進度 %1$s	%2$sから進捗%1$sを剥奪しました
commands.attribute.base_value.get.success	The base value of attribute %s for entity %s is %s	实体%2$s的属性%1$s的基值为%3$s	實體 %2$s 的屬性 %1$s 基礎值為 %3$s	實體 %2$s 的屬性 %1$s 基礎值為 %3$s	エンティティ「%2$s」の属性「%1$s」の基本値は%3$sです
commands.attribute.base_value.reset.success	The base value for attribute %s for entity %s reset to default %s	实体%2$s的属性%1$s的基值已重置为默认值%3$s	已將實體 %2$s 的屬性 %1$s 重設為預設值 %3$s	已將實體 %2$s 的屬性 %1$s 重設為預設值 %3$s	エンティティ「%2$s」の属性「%1$s」の基本値をデフォルト値「%3$s」に戻しました
commands.attribute.base_value.set.success	The base value for attribute %s for entity %s set to %s	实体%2$s的属性%1$s的基值已设置为%3$s	已將實體 %2$s 的屬性 %1$s 基礎值設定為 %3$s	已將實體 %2$s 的屬性 %1$s 基礎值設為 %3$s	エンティティ%sの属性%sの基本値を%sに設定しました
commands.attribute.failed.entity	%s is not a valid entity for this command	%s不是此命令的有效实体	%s 不是這條指令的有效實體	%s 並非此命令的有效實體	%sは有効なエンティティではありません
commands.attribute.failed.modifier_already_present	Modifier %s is already present on attribute %s for entity %s	实体%3$s的属性%2$s已存在修饰符%1$s	實體 %3$s 於屬性 %2$s 中已存在修飾符 %1$s	實體 %3$s 的屬性 %2$s 原本已存在修飾符 %1$s	補正値「%1$s」はエンティティ「%3$s」の属性「%2$s」に既に設定されています
commands.attribute.failed.no_attribute	Entity %s has no attribute %s	实体%s没有属性%s	實體 %s 沒有屬性 %s	實體 %s 並無屬性 %s	エンティティ「%s」は属性「%s」を持っていません
commands.attribute.failed.no_modifier	Attribute %s for entity %s has no modifier %s	实体%2$s的属性%1$s无修饰符%3$s	實體 %2$s 的屬性 %1$s 沒有修飾符 %3$s	實體 %2$s 的屬性 %1$s 並無修飾符 %3$s	エンティティ「%2$s」の属性「%1$s」には補正値「%3$s」が存在しません
commands.attribute.modifier.add.success	Added modifier %s to attribute %s for entity %s	为实体%3$s的属性%2$s添加了修饰符%1$s	已為實體 %3$s 的屬性 %2$s 加上修飾符 %1$s	已為實體 %3$s 的屬性 %2$s 增添修飾符 %1$s	エンティティ「%3$s」の属性「%2$s」に補正値%1$sを追加しました
commands.attribute.modifier.remove.success	Removed modifier %s from attribute %s for entity %s	为实体%3$s的属性%2$s移除了修饰符%1$s	已從實體 %3$s 的屬性 %2$s 移除修飾符 %1$s	已從實體 %3$s 的屬性 %2$s 內刪除修飾符 %1$s	エンティティ「%3$s」の属性「%2$s」から補正値「%1$s」を削除しました
commands.attribute.modifier.value.get.success	The value of modifier %s on attribute %s for entity %s is %s	实体%3$s的属性%2$s中修饰符%1$s值为%4$s	實體 %3$s 於屬性 %2$s 上的修飾符 %1$s 值為 %4$s	實體 %3$s 在屬性 %2$s 內的修飾符 %1$s 值為 %4$s	エンティティ「%3$s」の属性「%2$s」の補正値「%1$s」の値は%4$sです
commands.attribute.value.get.success	The value of attribute %s for entity %s is %s	实体%2$s的属性%1$s的值为%3$s	實體 %2$s 的屬性 %1$s 值為 %3$s	實體 %2$s 的屬性 %1$s 值為 %3$s	エンティティ「%2$s」の属性「%1$s」の値は%3$sです
commands.ban.failed	Nothing changed. The player is already banned	无变化，该玩家已被封禁	未進行任何變更。該玩家已經被封鎖了	未作任何變更。此玩家原本已被封鎖	指定したプレイヤーは既にアクセスが禁止されているため、変更されませんでした
commands.ban.success	Banned %s: %s	已封禁%s：%s	%s 已被封鎖：%s	已封鎖 %s：%s	%sのアクセスを禁止しました：%s
commands.banip.failed	Nothing changed. That IP is already banned	无变化，该IP地址已被封禁	未進行任何變更。這個 IP 已被封鎖	未作任何變更。此 IP 原本已被封鎖	指定したIPアドレスは既にアクセスが禁止されているため、変更されませんでした
commands.banip.info	This ban affects %s player(s): %s	此次封禁涉及%s名玩家：%s	這次封鎖作用於 %s 個玩家：%s	本次封鎖作用於 %s 個玩家：%s	このアクセスの禁止は以下の%s人のプレイヤーに影響を及ぼします：%s
commands.banip.invalid	Invalid IP address or unknown player	无效的IP地址或未知的玩家	無效的 IP 位址或未知的玩家	IP 地址無效或未知玩家	無効なIPアドレスまたは不明なプレイヤーです
commands.banip.success	Banned IP %s: %s	已封禁IP地址%s：%s	已封鎖 IP %s: %s	已封鎖 IP %s: %s	IPアドレス%sからのアクセスを禁止しました：%s
commands.banlist.entry	%s was banned by %s: %s	%s被%s封禁：%s	%s 被 %s 封鎖：%s	%s 被 %s 封鎖：%s	%sが%sにアクセスを禁止されました：%s
commands.banlist.entry.unknown	(Unknown)	（未知）	（未知）	（未知）	（不明）
commands.banlist.list	There are %s ban(s):	共有%s条封禁：	以下 %s 個玩家被封鎖：	以下 %s 個玩家被封鎖：	%s人のプレイヤーのアクセスが禁止されています：
commands.banlist.none	There are no bans	没有玩家被封禁	沒有被封鎖的玩家	並無被封鎖的玩家	現在アクセスが禁止されているプレイヤーはいません
commands.bossbar.create.failed	A bossbar already exists with the ID '%s'	ID为“%s”的Boss栏已经存在	已存在 ID 為 '%s' 的 Boss 狀態條	原本已存在 ID 為「%s」的 Boss 狀態條	ID「%s」を持っているボスバーは既に存在します
commands.bossbar.create.success	Created custom bossbar %s	已创建自定义Boss栏%s	已建立自訂 Boss 狀態條 %s	已建立自訂 Boss 狀態條 %s	カスタムボスバー%sを作成しました
commands.bossbar.get.max	Custom bossbar %s has a maximum of %s	自定义Boss栏%s的最大值为%s	自訂 Boss 狀態條 %s 的最大值為 %s	自訂 Boss 狀態條 %s 的最大值為 %s	カスタムボスバー%sの最大値は%sです
commands.bossbar.get.players.none	Custom bossbar %s has no players currently online	自定义Boss栏%s目前没有在线玩家	自訂 Boss 狀態條 %s 目前沒有在線上的玩家	自訂 Boss 狀態條 %s 目前並無線上玩家	カスタムボスバー%sに登録された現在オンラインのプレイヤーはいません
commands.bossbar.get.players.some	Custom bossbar %s has %s player(s) currently online: %s	自定义Boss栏%s当前在线的%s名玩家有：%s	自訂 Boss 狀態條 %s 目前有 %s 位玩家在線上：%s	自訂 Boss 狀態條 %s 目前有 %s 位玩家在線上：%s	カスタムボスバー%sを表示するように設定された現在オンラインのプレイヤーが以下の%s人います：%s
commands.bossbar.get.value	Custom bossbar %s has a value of %s	自定义Boss栏%s的数值为%s	自訂 Boss 狀態條 %s 的數值為 %s	自訂 Boss 狀態條 %s 的數值為 %s	カスタムボスバー%sの値は%sです
commands.bossbar.get.visible.hidden	Custom bossbar %s is currently hidden	自定义Boss栏%s现为隐藏	自訂 Boss 狀態條 %s 目前為隱藏	自訂 Boss 狀態條 %s 目前隱藏	カスタムボスバー%sは現在非表示になっています
commands.bossbar.get.visible.visible	Custom bossbar %s is currently shown	自定义Boss栏%s现为可见	自訂 Boss 狀態條 %s 目前可見	自訂 Boss 狀態條 %s 目前可見	カスタムボスバー%sは現在表示されています
commands.bossbar.list.bars.none	There are no custom bossbars active	无运行中的自定义Boss栏	沒有已啟用的自訂 Boss 狀態條	並無已啟用的自訂 Boss 狀態條	アクティブなカスタムボスバーがありません
